Voie par ordre alpha des voies;Voie par ordre alpha des noms;Type de voie;Arrt de Lyon (actuel);Arrondissement ou commune d'origine;Validité;Création et modifications;Historique de la voie;Sources;Origine du nom de la voie;Tenant;Aboutissant;Thématiques;Domanialité;Code INSEE;Code FUV;Code FUV actu;Code FANTOIR
Place Vaïsse;Vaïsse (place);PLACE;6e;;Historique;Attestée en 1860.;A changé de dénomination en 1948 : est devenue la place du Général-Leclerc.;;Jean-Claude-Marius-Magdeleine Vaïsse, né à Marseille le 8 juillet 1799, mort à Lyon (1er) le 29 août 1864. Préfet du Rhône de 1853 à 1864. On lui doit les grandes artères du centre, le palais de la Bourse, le parc de la Tête d'Or, l'endiguement, les quais du Rhône, etc.;;;Administration/Urbanisme/Personnalité;;;;;
Place Valmy;Valmy (place);PLACE;9e;;Actuelle;Dénommée en 1944.;A été dénommée de 1827 à 1944 place de la Pyramide.;Délibération du Conseil municipal du 30 octobre 1944. Rues de Lyon à travers les siècles de Maurice Vanario (2002);Village de la Marne qui vit la déroute des Prussiens le 20 septembre 1792.;Rue Marietton;;Histoire militaire/Révolution française;Métropole;69389;29079;;6903897245J
Place Vendôme;Vendôme (place);PLACE;5e;;Historique;Dénommée en 1821 et renommée en 1838.;"A été dénommée place Beauregard jusqu'en 1821.
A changé de dénomination en 1838 : est redevenue la place Beauregard.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville, Coillet, 1821.";À partir du XVe siècle, les rois de France étaient ducs de Vendôme.;;;Monarchie;;;;;
Place Vendôme;Vendôme (place);PLACE;3e / 7e;;Historique;Attestée de 1868 à 1945.;A changé de dénomination en 1945 : est devenue la place Victor-Basch.;"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.";À partir du XVe siècle, les rois de France étaient ducs de Vendôme.;;;Monarchie;;;;;
Place Victor-Basch;Victor-Basch (place);PLACE;7e;;Actuelle;Dénommée en 1945.;A été dénommée place Vendôme de 1868 à 1945.;Délibération du Conseil municipal du 6 juillet 1945. Rues de Lyon à travers les siècles de Maurice Vanario (2002);Professeur à la Sorbonne. Né à Budapest en 1863, abattu par la Milice le 10 janvier 1944 dans les carrières de Neyron au lieu-dit le Barrie. Il fut l'un des fondateurs de la Ligue des droits de l'Homme.;Cours Gambetta;Rue Jean-Marie-Chavant;1939-1945/Résistance/Droits civiques/Ensiegnement supérieur/Personnalité;Métropole;69387;28536;;6903877380P
Place Victor-Basch;Victor-Basch (place);PLACE;3e;;Actuelle;Dénommée en 1945.;A été dénommée place Vendôme de 1868 à 1945.;Délibération du Conseil municipal du 6 juillet 1945. Rues de Lyon à travers les siècles de Maurice Vanario (2002);Professeur à la Sorbonne. Né à Budapest en 1863, abattu par la Milice le 10 janvier 1944 dans les carrières de Neyron au lieu-dit le Barrie. Il fut l'un des fondateurs de la Ligue des droits de l'Homme.;Rue Vendôme;Cours Gambetta;1939-1945/Résistance/Droits civiques/Ensiegnement supérieur/Personnalité;Métropole;69383;27742;;6903837380G
Place Victorien-Sardou;Victorien-Sardou (place);PLACE;7e;3e;Historique;Dénommée en 1908 et renommée en 1946.;"A été dénommée place de la Croix avant 1856.
A été dénommée place du Marché de 1856 à 1908.
A changé de dénomination en 1946 : est devenue la place Stalingrad.";Délibération du Conseil municipal du 21 décembre 1908. Rues de Lyon à travers les siècles de Maurice Vanario (2002);Auteur dramatique, né et mort à Paris en 1831 et 1908.;Rue Garibaldi;Grande rue de la Guillotière;Littérature/Théâtre/Personnalité;;;;;
Place Voltaire;Voltaire (place);PLACE;3e;;Actuelle;Dénommée en 1878.;"- A été dénommée place du Roi-de-Rome jusqu'en 1855. 
- A été dénommée place Reichstadt de 1856 à 1878.";Délibération du Conseil municipal du 19 novembre 1878. Rues de Lyon à travers les siècles de Maurice Vanario (2002);Célèbre écrivain, né en 1694, mort en 1778.;Rue de Créqui;Rue Voltaire;Littérature/Personnalité;Métropole;69383;27743;;6903837530V
Place Zoé-Roche;Zoé-Roche (place);PLACE;6e;;Actuelle;Dénommée en 2009.;;Délibération du Conseil municipal du 14 septembre 2009.;Née en 1897, elle est morte à Malmö le 8 mai 1945 des suites de sa déportation. Elle s’est fait connaître pour son action de résistance en rapport avec les réseaux polonais sous le nom de Zette de Penanrun. Elle a été arrêtée en septembre 1943 à son domicile du quai Sarrail, emprisonnée à Montluc puis déportée à Ravensbrück et à Beendorf.;Rue Félix-Jacquier;Rue Boileau;1939-1945/Résistance/Déportation/Femme/Personnalité;Commune;69386;35693;;6903867590X
Pont Affranchi;Affranchi (pont);PONT;1er / 6e;1er / La Guillotière;Historique;Attesté en 1793.;"""Pont Morand, construit en bois, en 1774, par l'architecte Morand et fréquemment restauré ; il a 209m de long sur 13m de large."" (Annuaire 1852)
"" 7 avril 1775. Le pont d'Antoine Morand sur le Rhône est ouvert aux piétons ; il comporte 17 arches de bois. Il a 640 pieds de long et 42 de large. La dépense totale de sa construction s'élève à 438000 livres."" (Vie lyonnaise n° 53 1958)
A été dénommé pont Saint-Clair en 1775.
A été dénommé pont Rouge en 1775.
A changé de dénomination en 1794 : est devenu le pont des Victoires.
A changé de dénomination en 1810 : est devenu le pont Morand.
A été démoli en 1974 et reconstruit en 1975 pour supporter le passage du métro A.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom attribué en 1793.;;;Révolution française;;;;;
Pont Alphonse-Juin;Alphonse-Juin (pont);PONT;5e;;Actuelle;Créé en 1968.;Nouveau pont mis en service en 1973.;Délibération du Conseil municipal du 10 juin 1968. Rues de Lyon à travers les siècles de Maurice Vanario (2002);"Né à Bône, Annaba en Algérie en 1888, il est mort à Paris en 1967. Il s'est illustré en France et en Afrique durant les deux guerres mondiales jusqu'à devenir maréchal et membre de l'académie française.
";Quai Romain-Rolland;Quai Saint-Antoine;1914-1918/1939-1945/Personnalité;Métropole;69385;28229;;6903854552Z
Pont Alphonse-Juin;Alphonse-Juin (pont);PONT;2e;;Actuelle;Créé en 1968.;Nouveau pont mis en service en 1973.;Délibération du Conseil municipal du 10 juin 1968. Rues de Lyon à travers les siècles de Maurice Vanario (2002);"Né à Bône, Annaba en Algérie en 1888, il est mort à Paris en 1967. Il s'est illustré en France et en Afrique durant les deux guerres mondiales jusqu'à devenir maréchal et membre de l'académie française.
";Quai Saint-Antoine;Quai Romain-Rolland;1914-1918/1939-1945/Personnalité;Métropole;69382;27531;;6903824552M
Pont Bonaparte;Bonaparte (pont);PONT;5e;;Actuelle;Dénommé en 1964.;"A été dénommé pont de l'Archevêché aux XVe, XVIIe et XVIIIe siècles.
A été dénommé pont des Comtes au XVIIe siècle.
A été dénommé pont des Chanoines.
A été dénommé pont Bellecour de 1709 à 1716.
A été dénommé pont de Bois en 1797.
A été dénommé pont Tilsit de 1808 à 1944.";Délibération du Conseil municipal du 27 janvier 1964. Rues de Lyon à travers les siècles de Maurice Vanario (2002);Napoléon Bonaparte, Premier Consul, Empereur des Français. Né le 15 août 1769 à Ajaccio et mort le 5 mai 1821 sur l'île Sainte-Hélène.;Avenue Adolphe-Max;Place Antonin-Gourju;Consulat/Premier Empire/Personnalité;Métropole;69385;28224;;6903851003S
Pont Bonaparte;Bonaparte (pont);PONT;2e;;Actuelle;Dénommé en 1964.;"A été dénommé pont de l'Archevêché aux XVe, XVIIe et XVIIIe siècles.
A été dénommé pont des Comtes au XVIIe siècle.
A été dénommé pont des Chanoines.
A été dénommé pont Bellecour de 1709 à 1716.
A été dénommé pont de Bois en 1797.
A été dénommé pont Tilsit de 1808 à 1944.";Délibération du Conseil municipal du 27 janvier 1964. Rues de Lyon à travers les siècles de Maurice Vanario (2002);Napoléon Bonaparte, Premier Consul, Empereur des Français. Né le 15 août 1769 à Ajaccio et mort le 5 mai 1821 sur l'île Sainte-Hélène.;Avenue Adolphe-Max;Place Antonin-Gourju;Consulat/Premier Empire/Personnalité;Métropole;69382;27523;;6903821003E
Pont Carron;Carron (pont);PONT;2e / 5e;;Historique;Dénommé entre 1735 et 1782.;"A été dénommé pont d'Enay en 1735.
A changé de dénomination de 1782 à 1794 : est devenu le pont de l'Arsenal.
A changé de dénomination en 1848 : est devenu le pont Saint-Clair.
A changé de dénomination en 1852 : est devenu le pont Saint-Georges.
A changé de dénomination en 1863 : est devenu le pont d'Ainay.";Fiches préparatoires de Vanario.;Inconnu;;;;;;;;
Pont Charles-X;Charles-X (pont);PONT;2e / 3e / 6e;2e / La Guillotière;Historique;Attesté en 1826.;"A changé de dénomination en 1828 : est devenu le pont du Concert.
A changé de dénomination en 1830 : est devenu le pont Lafayette.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
3S/85";Charles-Philippe de France, comte d'Artois, plus connu sous le nom de Charles X, né le 9 octobre 1757 à Versailles et mort le 6 novembre 1836 à Goritz en Autriche, est roi de France et de Navarre de 1824 à 1830. ;;;Monarchie/Personnalité;;;;;
Pont Charravay;Charravay (pont);PONT;2e / 5e;;Supprimée;;A été également appelé pont des Chaînes.;Fiches préparatoires de Vanario.;Inconnue.;;;;;;;;
Pont Chazournes;Chazournes (pont);PONT;2e / 5e;;Supprimée;Attesté de 1829 à 1840.;"C'est M. Arcis de Chazournes, avocat, qui l'a fait construire, pour le remblai de Perrache. (Annuaire 1838, p.120)
Il prenait naissance près du Lazaret de la Quarantaine.
En bois, 11 arches.
Détruit en 1840 par l'inondation.";"Fiches préparatoires de Vanario.
1660WP
Le Quartier de Perrache, F. Rivet, p. XXII, 1C/1141";Inconnue.;;;;;;;;
Pont Cotton;Cotton (pont);PONT;9e;Saint-Rambert-l'Île-Barbe;Historique;Attesté au XVIIe siècle.;A changé de dénomination en 1824 : est devenu le pont de l'Île-Barbe.;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Au 17e siècle ou en 1734, l'architecte Cotton a construit un pont de bois qui permettait d'arriver à l'île Barbe.;;;Architecture/Urbanisme;;;;;
Pont d'Ainay;Ainay (pont d');PONT;2e / 5e;;Supprimée;Dénommé en 1863.;"A été dénommé pont d'Enay en 1735.
A été reconstruit entre 1744 et 1748, en bois, aux frais de l'Hôpital général de la Charité par l'architecte De Gérando et l'entrepreneur Denis.
Abimé par les glaces durant l'hiver 1788-1789, il est emporté par les eaux en juillet 1793.
A été dénommé pont Carron.
A été dénommé pont de l'Arsenal de 1782 à 1794.
A été reconstruit entre 1811 et 1820, avec des piles en pierres et un tablier en bois, aux frais des Hospices Civils par l'ingénieur Latombe.
Il est restauré en 1835 par l'architecte Christot (Hugues-François Dubuisson de)
La ville racheta la concession le 2 mars 1865.
A été dénommé pont Saint-Clair en 1848.
A été dénommée pont Saint-Georges en 1852.
Il est démonté en 1895, parce que trop branlant.
A été reconstruit entre 1897 et 1899, le projet de ce pont métallisque a été dressé sous la direction de M. Girardon et m. Clarard.
A été dynamité le 3 septembre 1944 et n'a jamais été reconstruit.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Architectes Lyonnais de R. Charvet, p. 85 (1C/500131)
1660WP";Ancien monastère bénédictin fondé en 859. L'église Saint-Martin-d'Ainay, la plus ancienne église de Lyon, fut consacrée le 27 janvier 1107 par le Pape Pascal II.;Quai Fulchiron;Place Sainte-Claire;Religion;;;;;
Pont de Bellecour;Bellecour (pont de);PONT;2e / 5e;;Historique;Dénommé en 1709 et renommé en 1716.;"A été dénommé pont de l'Archevêché aux XVe, XVIIe et XVIIIe siècles.
A été dénommé pont des Comtes au XVIIe siècle.
A été dénommé pont des Chanoines.
A changé de dénomination en 1797 est devenu le pont de Bois.
A changé de dénomination : est devenu le pont Tilsit de 1808 à 1944.
A changé de dénomination en 1964 après sa reconstruction : est devenu le pont Bonaparte.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);"Ce nom rend hommage à la beauté du lieu, La Bella curtis du XIIe siècle est devenue le pré de Belle court puis Bellecour.
";;;Histoire locale;;;;;
Pont de Bellevue;Bellevue (pont de);PONT;2e;;Historique;Attesté en 1784.;"A changé de dénomination en 1830 : est devenu le pont d'Orléans.
A changé de dénomination : est devenu le pont de la Mulatière.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Inconnue.;;;;;;;;
Pont de Bois;Bois (pont de);PONT;2e / 5e;;Historique;Dénommé en 1797.;"A été dénommé pont de l'Archevêché aux XVe, XVIIe et XVIIIe siècles.
A été dénommé pont des Comtes au XVIIe siècle.
A été dénommé pont des Chanoines.
A été dénommé pont Bellecour de 1709 à 1716.
A changé de dénomination : est devenu le pont Tilsit de 1808 à 1944.
A changé de dénomination en 1964 après sa reconstruction : est devenu le pont Bonaparte.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Le premier pont construit ici, à partir de 1634, était en bois.;;;Histoire locale;;;;;
Pont de Bois;Bois (pont de);PONT;1er / 5e;;Historique;Attesté de 1680 à 1715.;"A été remplacé en 1715 par le pont Saint-Vincent.
""Pont de bois qui va de Saint-Vincent à Saint-Paul. Le dit pont sera basty de pierre le plus commodement et le plutost que faire se pourra"" (Alignements 1680, DD/56 p.304)";Fiches préparatoires de Vanario.;Pont construit en bois.;;;Histoire locale;;;;;
Pont de la Boucle;Boucle (pont de la);PONT;4e / 6e;;Historique;Construit entre 1899 et 1903.;"""La longueur totale du pont est de 279m50 et sa largeur de 10m80. Il se compose de trois travées métalliques en acier s'appuyant sur des piles et culées en maçonnerie""
A été dynamité par les allemands en 1944.
Reconstruit en 1947.
A changé de dénomination en 1966 : est devenu le pont Winston-Churchill.
Démoli en 1981 et reconstruit en 1982.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Lyon guide historique de 1914 p. 58.
Projet : Délibération du Conseil Municipal du 18 octobre 1892.
Délibération du Conseil Municipal du 3 février 1893.
Délibération du Conseil Municipal du27 février 1894.
Délibération du Conseil Municipal du 24 janvier 1895.
Projet définitif : Délibération du Conseil Municipal du 14 juin 1898.
1660WP";L'auberge de la Boucle était renommée sous le Second Empire. Avant qu'elle ne soit redressée, la montée formait une sorte de boucle, le pont sur le Rhône portait aussi ce nom.;;;Histoire locale;;;;;
Pont de la Gare;Gare (pont de la);PONT;4e / 9e;La Croix-Rousse / Vaise;Historique;Attesté en 1842 et renommé en 1931.;"""Pont de la Gare ou de Vaise ; suspendu et d'une grande hardiesse, il communique de la Gare à la rue du Plan de Vaise. Longueur 173m su 5m20."" (Annuaire 1852).
A été dénommé pont de Vaise de 1838 à 1842.
A changé de dénomination en 1931 : est devenu le pont Masaryk.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom rappelant la gare d'eau de Vaise.;;;Port/Transport fluvial;;;;;
Pont de la Guillotière;Guillotière (pont de la);PONT;7e;La Guillotière;Actuelle;Attesté en 1180.;"1er pont construit en 1180, l'idée de ce pont en bois revient à l'Archevèque Jean de Belleme.
A peine terminé, il s'écroula au passage des convois de la 3ème Croisade le 4 juillet 1190.
L'Archevêque Renaud de Forez décide de le reconstruire en pierre, sans arrêter la circulation, les travées de bois devant successivement être remplacées par des arches en pierre.
A également été dénommé pont du Rhône.
""Pont de la Guillotière, en pierres. Longueur 351m29, sa largeur n'était dabord que de 10m80, elle a été augmentée par de légers trottoirs que supportent des consoles en fer."" (Annuaire 1852)
Dynamité par les allemands en 1944 et reconstruit en 1944.
Démoli en 1952 et remplacé par l'actuel pont métallique entre 1955 et 1958.
Entre 1952 et 1958, il est remplacé par un pont provisoire.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1660WP";C’est le pont qui menait de Lyon au faubourg de la Guillotière. Selon l'étymologie la plus vraisemblable, à l'époque médiévale, la Guillotière fut une auberge tenue par un certain Guillot.;Quai Claude-Bernard;Quai du Docteur-Gailleton;Histoire locale/Moyen Âge/Commerce;Métropole;69387;28539;;6903873412B
Pont de la Guillotière;Guillotière (pont de la);PONT;3e;La Guillotière;Actuelle;Attesté en 1180.;"1er pont construit en 1180, l'idée de ce pont en bois revient à l'Archevèque Jean de Belleme.
A peine terminé, il s'écroula au passage des convois de la 3ème Croisade le 4 juillet 1190.
L'Archevêque Renaud de Forez décide de le reconstruire en pierre, sans arrêter la circulation, les travées de bois devant successivement être remplacées par des arches en pierre.
A également été dénommé pont du Rhône.
""Pont de la Guillotière, en pierres. Longueur 351m29, sa largeur n'était dabord que de 10m80, elle a été augmentée par de légers trottoirs que supportent des consoles en fer."" (Annuaire 1852)
Dynamité par les allemands en 1944 et reconstruit en 1944.
Démoli en 1952 et remplacé par l'actuel pont métallique entre 1955 et 1958.
Entre 1952 et 1958, il est remplacé par un pont provisoire.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);C’est le pont qui menait de Lyon au faubourg de la Guillotière. Selon l'étymologie la plus vraisemblable, à l'époque médiévale, la Guillotière fut une auberge tenue par un certain Guillot.;Quai Victor-Augagneur;Quai du Docteur-Gailleton;Histoire locale/Moyen Âge/Commerce;Métropole;69383;27749;;6903833400F
Pont de la Guillotière;Guillotière (pont de la);PONT;2e;;Actuelle;Attesté en 1180.;"1er pont construit en 1180, l'idée de ce pont en bois revient à l'Archevèque Jean de Belleme.
A peine terminé, il s'écroula au passage des convois de la 3ème Croisade le 4 juillet 1190.
L'Archevêque Renaud de Forez décide de le reconstruire en pierre, sans arrêter la circulation, les travées de bois devant successivement être remplacées par des arches en pierre.
A également été dénommé pont du Rhône.
""Pont de la Guillotière, en pierres. Longueur 351m29, sa largeur n'était dabord que de 10m80, elle a été augmentée par de légers trottoirs que supportent des consoles en fer."" (Annuaire 1852)
Dynamité par les allemands en 1944 et reconstruit en 1944.
Démoli en 1952 et remplacé par l'actuel pont métallique entre 1955 et 1958.
Entre 1952 et 1958, il est remplacé par un pont provisoire.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);C’est le pont qui menait de Lyon au faubourg de la Guillotière. Selon l'étymologie la plus vraisemblable, à l'époque médiévale, la Guillotière fut une auberge tenue par un certain Guillot.;Quai du Docteur-Gailleton;Quai Claude-Bernard;Histoire locale/Moyen Âge/Commerce;Métropole;69382;27525;;6903823412Y
Pont de la Liberté;Liberté (pont de la);PONT;5e / 1er / 2e;;Historique;Dénommé en 1849 et renommé en 1852.;"A été dénommé pont de Pierre au XIe siècle.
A été dénommé pont de Saône en 1680.
A été dénommé pont de Change en 1810.
A été dénommé pont de Nemours en 1844.
A été dénommé pont de la Révolution en 1848.
A changé de dénomination en 1852 : est redevenu le pont de Nemours.
A changé de dénomination en 1875 : est redevenu le pont du Change.
A été détruit en reconstruit en 1945.
A été démoli en 1974.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);En référence à la devise républicaine.;;;Révolution française;;;;;
Pont de la Mulatière;Mulatière (pont de la);PONT;2e;;Actuelle;Attesté en 1770.;"A été dénommé pont de Bellevue en 1784.
A été dénommé pont d'Orléans en 1830.
""Le cinquième et dernier pont sur la Saône est celui de la Mulatière, construit en charpente vers le confluent de la Saône avec le Rhône, sur la grande route de Lyon à Toulouse. de onze travées dont il est composé, et qui vont en augmentant d'ouverture depuis les culées jusqu'aux trois du milieu, les plus petites ont 15m60 et les plus grandes 17m54. La distance entre les deux culées de maçonnerie est de 197m26. Il est porté sur 10 palées ou double rang de pieux équarris. Sa largeur est de 9m75. Une arche de halage pour les chevaux est pratiquée sous la culée droite, au devant de laquelle se trouve d'ailleurs une banquette qui peut servir de halage non interrompu, par le moyen des hommes, aussi longtemps que les eaux ne sont pas élevées de plus d'un mêtre au-dessus de l'étiage.
Ce pont, sur lequel se percoît un péage au profit de la Compagnie Perrache qui en est propriétaire, paraît devoir être acquis au compte du Gouvernement."" (Almanach 1808)
""Pont de la Mulatière, piles en pierres, arches en fer ; il est divisé en deux parties séparées par une balustrade : l'une est pour le service exclusif du Chemin de Fer, l'autre sert aux voitures et aux piétons. C'est un fort beau monument, en mêm temps élégant et solide."" (Annuaire 1852)";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.;Le pont de la Mulatière est dédié à la commune qui l'accueille au sud.;;;Géographie;Métropole;69382;27526;;6903825000Z
Pont de la Révolution;Révolution (pont de la);PONT;5e / 1er / 2e;;Historique;Dénommé en 1848 et renommé en 1849.;"A été dénommé pont de Pierre au XIe siècle.
A été dénommé pont de Saône en 1680.
A été dénommé pont de Change en 1810.
A été dénommé pont de Nemours en 1844.
A changé de dénomination en 1849 : est devenu le pont de la Liberté.
A changé de dénomination en 1852 : est redevenu le pont de Nemours.
A changé de dénomination en 1875 : est redevenu le pont du Change.
A été détruit en reconstruit en 1945.
A été démoli en 1974.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom attribué au début de la Seconde République.;;;Seconde République;;;;;
Pont de l'Archevêché;Archevêché (pont de l');PONT;2e / 5e;;Historique;Attesté du Xve au XVIIIe siècle.;"A été dénommé pont des Comtes au XVIIe siècle.
A été dénommé pont des Chanoines.
A été dénommé pont Bellecour de 1709 à 1716.
A été dénommé pont de Bois en 1797.
A changé de dénomination : est devenu le pont Tilsit de 1808 à 1944.
A changé de dénomination en 1964 après sa reconstruction : est devenu le pont Bonaparte.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);L'archevêché (palais Saint-Jean) fut construit du XVe au XVIIIe siècle.;;;Religion;;;;;
Pont de l'Arsenal;Arsenal (pont de l');PONT;2e / 5e;;Historique;Dénommé de 1782 à 1794.;"A été dénommé pont d'Enay en 1735.
A été dénommé pont Carron.
A changé de dénomination en 1848 : est devenu le pont Saint-Clair.
A changé de dénomination en 1852 : est devenu le pont Saint-Georges.
A changé de dénomination en 1863 : est devenu le pont d'Ainay.";Fiches préparatoires de Vanario.;Doit son nom à l'Arsenal élevé sous François 1er et détruit par un incendie pendant le siège, en 1793.;;;Histoire militaire;;;;;
Pont de Lattre-de-Tassigny;Lattre-de-Tassigny (pont de);PONT;6e;;Actuelle;Construit de 1955 à 1958.;"Nouveau pont.
Ouvert à la circulation le 18 février 1858.";"Délibération du Conseil municipal du 28 janvier 1952. Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1660WP";Jean de Lattre de Tassigny, maréchal de France, né le 2 février 1889 à Mouilleron en Pareds, mort à Paris le 11 janvier 1952.;Avenue de Grande-Bretagne;Quai André-Lassagne;1939-1945/Histoire militaire/Personnalité;Métropole;69386;28390;;6903862146E
Pont de Lattre-de-Tassigny;Lattre-de-Tassigny (pont de);PONT;1er;;Actuelle;Construit de 1955 à 1958.;"Nouveau pont.
Ouvert à la circulation le 18 février 1858.";"Délibération du Conseil municipal du 28 janvier 1952. Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1660WP";Jean de Lattre de Tassigny, maréchal de France, né le 2 février 1889 à Mouilleron en Pareds, mort à Paris le 11 janvier 1952.;Quai André-Lassagne;Avenue de Grande-Bretagne;1939-1945/Histoire militaire/Personnalité;Métropole;69381;27342;;6903812146B
Pont de l'Homme-de-la-Roche;Homme-de-la-Roche (pont de l');PONT;5e;;Supprimée;Créé en 1909 et démoli en 1986.;"Construit en piles de pierre et tablier de fer de 1910 à 1911 par les ingénieurs Aurie et Chalumeau et inauguré le 31 mars 1912.
A été remplacé en 1986 par la passerelle de l'Homme-de-la-Roche.";"Projet : Délibération du Conseil municipal du 18 octobre 1892.
Délibération du Conseil municipal du 8 mai 1893.
Délibération du Conseil municipal du 10 août 1908.
Projet définitif : Délibération du Conseil municipal du 26 avril 1909.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1660WP";"""L'homme de la roche"" était une statue d'homme armé, placée sur le rocher de la grotte qui se trouve sur la rive droite. Elle fut remplacée en 1849 par une statue de Jean Kleberger, qui devint à son tour ""l'homme de la roche"".";Quai Pierre-Scize;Quai Saint-Vincent;Histoire militaire/Allemagne/Philanthropie;;69385;28225;;
Pont de l'Homme-de-la-Roche;Homme-de-la-Roche (pont de l');PONT;1er;;Supprimée;Créé en 1909 et démoli en 1986.;"Construit en piles de pierre et tablier de fer de 1910 à 1911 par les ingénieurs Aurie et Chalumeau et inauguré le 31 mars 1912.
A été remplacé en 1986 par la passerelle de l'Homme-de-la-Roche.";"Projet : Délibération du Conseil municipal du 18 octobre 1892.
Délibération du Conseil municipal du 8 mai 1893.
Délibération du Conseil municipal du 10 août 1908.
Projet définitif : Délibération du Conseil municipal du 26 avril 1909.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1660WP";"""L'homme de la roche"" était une statue d'homme armé, placée sur le rocher de la grotte qui se trouve sur la rive droite. Elle fut remplacée en 1849 par une statue de Jean Kleberger, qui devint à son tour ""l'homme de la roche"".";Quai Saint-Vincent;Quai Pierre-Scize;Histoire militaire/Allemagne/Philanthropie;;69381;27340;;6903813568X
Pont de l'Hôpital;Hôpital (pont de l');PONT;2e / 3e;2e / La Guillotière;Historique;Créé en 1838 et démoli en 1912.;"Pont suspendu.
Nom également donné au pont de l'Hôtel-Dieu.
A été remplacé en 1918 par le pont Wilson.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002).
Annuaire 1852.";En référence à l'hôpital de l'Hôtel-Dieu.;Rue Childebert;Rue Servient;Santé/Hospices civils de Lyon;;;;;
Pont de l'Hôtel-Dieu;Hôtel-Dieu (pont de l');PONT;2e / 3e;2e / La Guillotière;Historique;Créé en 1838 et démoli en 1912.;"Pont suspendu.
A également été dénommé pont de l'Hôpital.
A été remplacé en 1918 par le pont Wilson.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002).
Annuaire 1852.";En référence à l'hôpital de l'Hôtel-Dieu.;Rue Childebert;Rue Servient;Santé/Hospices civils de Lyon;;;;;
Pont de l'Île-Barbe;Île-Barbe (pont de l');PONT;9e;Saint-Rambert-l'Île-Barbe;Actuelle;Attesté en 1824.;"A été dénommé pont Cotton au XVIIe siècle.
A été reconstruit en 1832.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Délibération du Conseil municipal du 21 avril 1832.
1660WP";Conduit à l'Île-Barbe.;Place Henri-Barbusse;Quai Clémenceau;Géographie;Métropole (ex-RD);69389;29083;;6903893530W
Pont de l'Université;Université (pont de l');PONT;7e;;Actuelle;Construit de 1900 à 1903.;"A été dénommé pont des Facultés en 1903.
Inauguré en 1904.
Ingénieurs Hivonnait, Résal et Fabrègue.
Longueur 267m50, largeur 20m.
Dynamité par les allemands en 1944.
Réparé enntre 1948 et 1949.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Délibération du Conseil Municipal du 14 juin 1898.
1660WP";En référence au quartier des Facultés créé à partir de 1876.;Quai du Docteur-Gailleton;Quai Claude-Bernard;Enseignement supérieur;Métropole;69387;28538;;6903877218N
Pont de l'Université;Université (pont de l');PONT;2e;;Actuelle;Construit de 1900 à 1903.;"A été dénommé pont des Facultés en 1903.
Inauguré en 1904.
Ingénieurs Hivonnait, Résal et Fabrègue.
Longueur 267m50, largeur 20m.
Dynamité par les allemands en 1944.
Réparé enntre 1948 et 1949.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Délibération du Conseil Municipal du 14 juin 1898.
1660WP";En référence au quartier des Facultés créé à partir de 1876.;Quai du Docteur-Gailleton;Quai du Docteur-Gailleton;Enseignement supérieur;Métropole;69382;27524;;6903827218K
